source_id,title,text,prediction,timestamp
FinanceHub,WASHINGTON (Reuters) - The tax bill is President Donald Trump’s biggest legislative victory this yea...,"WASHINGTON (Reuters) - The tax bill is President Donald Trump’s biggest legislative victory this year, but Democratic strategists are already planning how to turn it into his biggest liability. The emotional trigger they think will work on voters at next year’s midterm elections: arguing the bill is profoundly unfair by giving the lion’s share of benefits to corporations and the rich.   “Be careful what you wish for,” Tom Steyer, a Democratic billionaire, said of Republican leaders in an interview with Reuters on Wednesday. “They wanted this, they should have never have wanted it. Now that they’ve got it, they’re going to wish they didn’t.” Steyer said he plans to use his money - through his political group NextGen America - to attack the Republican tax overhaul, using social media and online advertising aimed at young voters, a strategy that recently helped elect Democratic candidate Doug Jones in a Senate race in Alabama and Ralph Northam as governor of Virginia. In November 2018, elections will be held for all 435 seats in the U.S. House of Representatives and for 34 seats in the 100-member Senate.  Pollsters believe the midterms could be a rare “wave election,” when one party seizes back control of Congress. It happened for Republicans in 2010 and 1994.  If Democrats are able to pick up two more Senate seats, they will take control of the chamber. And after the wins in Alabama and Virginia, they are even hopeful they could tap into anger over tax cuts for the rich to win control of the House. Only about 29 percent of voters approve of the tax bill, according to a Reuters/Ipsos poll conducted in mid December. Slightly more than 52 percent oppose it. In no region of the country did even half of the people polled say they support it.  The Democratic Senate Campaign Committee is already running anti-tax plan ads in several key states including Nevada, Arizona, Indiana, Ohio, Pennsylvania and Wisconsin.  The ads are only five-second spots running before YouTube videos. The viewer, unable to skip over the ads, will hear: “The Republican tax scheme gives huge breaks to corporations but raises taxes on middle class families.” The tax bill cuts the corporate tax rate to 21 percent and raises the threshold at which an inheritance is taxed. It also cuts the tax rate for top earners.  While it also cuts the tax rate for most other income groups and doubles the size of the standard deduction, the elimination of other popular deductions could result in some taxpayers seeing a tax increase instead of a cut. It has been popular with the Republican base, Trump voters and the party’s donors. The stock market has surged in anticipation of the cuts.     Democrats plan to focus on provisions like benefits to commercial real estate owners, arguing that the tax bill could produce millions of dollars of more cash for Trump and his family members. The White House asserts Trump will not personally benefit – but it admits that his business might.   The Super PAC American Bridge, which supports Democratic candidates, is running digital ads in states with Senate races targeting women, swing voters and Republicans in suburban areas, said Joshua Karp, the group’s communication director for Senate races.   “I think there is a couple of things that get almost all Americans riled up about this bill, it is fundamentally unfair and breaking the promise the Republicans made to the American people,” Karp said.  Republicans say Democrats are indulging in wishful thinking. Polls say 50 percent of voters think their taxes will go up, but tax analysts say that 80 percent will pay less tax.  Republicans are counting on voters, when they see more money in their paychecks, to dismiss Democratic rhetoric, and perhaps even throw their support behind Trump.  And if there are any unpleasant surprises in store for taxpayers, they will not be filing their first tax returns under the new law until early 2019, months after the midterm elections.  Republican strategist Alex Conant, a veteran of congressional and presidential campaigns, said the unpopularity of the tax cuts in opinion polls can be directly attributed to Trump’s low approval levels.  “We’re losing elections because Donald Trump is incredibly unpopular and makes a lot of independents and soft Republicans uncomfortable ... Trump’s numbers are dragging down tax reform’s numbers,” Conant said, although he also played down the electoral risks of the tax overhaul. “I would be very surprised if people are marching in the streets months from now because we cut their taxes.”  Republicans have some other advantages, like the growing economy, that means an attack on the tax overhaul could backfire.  “Democrats will have a very hard time taking this road if the economy is still going gang busters 11 months from now,” Republican strategist Joe Bretell said. But he acknowledges that the Democrats are on the right track.  “The emotional trigger point is in fairness,” he said. “The party that can best explain or brand this bill and explain why it’s fair or unfair to their base or the other side, wins.” ",0,2025-11-26T13:43:31.625789
HealthFirst,"Saturday morning, Trump was going through his usual routine of drinking six quarts of Red Bull while...","Saturday morning, Trump was going through his usual routine of drinking six quarts of Red Bull while wistfully flipping through his Ivanka photo albums when a novel idea suddenly occurred to him. He raced to Twitter to let his eager followers know exactly what his plans were as the most powerful man in the world:Subject to the receipt of further information, I will be allowing, as President, the long blocked and classified JFK FILES to be opened.  Donald J. Trump (@realDonaldTrump) October 21, 2017That s right! Donald Trump will finally be opening that presidential book hidden in the Library of Congress (and found by Nicolas Cage) that contains all of the secrets passed down from president to president across the ages to reveal what really happened to JFK.Just kidding! Despite the fact that he tried to make it sound like it was his idea, and happening only under his authority, it turns out that the  JFK FILES,  as he so loudly put it, were scheduled to be released no later than next Thursday, October 26, 2017. Coincidentally, that date is exactly 25 years to the day after the  President John F. Kennedy Assassination Records Collection Act of 1992  was passed by the 102nd Congress.Okay, I m kidding again. Democratic Senator and American hero John Glenn introduced the bill in July of that year   likely while production was wrapping up on Donald Trump s star cameo in the Hollywood blockbuster  Home Alone 2: Lost In New York. Especially relevant in the text of the bill is Section 2, which discusses the reasoning behind Senator Glenn s proposal of it.Isn t it weird, how Trump really emphasized the fact that the  JFK FILES  were  long blocked and classified  and that he was gonna do something about it? I mean, besides the fact that all he s actually doing is allowing an existing law to, uh, continue to exist and carry out as planned. No, what s weird is WHO  long blocked and classified  those files. John Glenn (who may or may not know the truth about the moon landing) was kind enough not to name the sitting president he was indicting in this bill for obstructing the files  release, but the math is pretty simple: From July to October of 1992, the entire time this bill was debated until its passage, the person referred to as  the executive branch  was former president (and even former-er CIA Chief) George H.W. Bush.A Republican. As usual.Anyway, thanks, Trumpykins! We really appreciate you, uh, not stopping this thing that was totally going to happen even if you d been hit by a meteor the day you admitted you were a sexual predator. I wonder how long the presidential records on all the crimes you ve committed since your inauguration will remain sealed.Featured image via Chris Kleponis (Pool)/Getty Images",1,2025-11-20T03:43:31.625789
TechNews Daily,WASHINGTON (Reuters) - U.S. President Donald Trump’s eldest son met with the U.S. Senate Intelligenc...,"WASHINGTON (Reuters) - U.S. President Donald Trump’s eldest son met with the U.S. Senate Intelligence Committee on Wednesday as part of the panel’s investigation into Russia, the 2016 U.S. election and whether his father’s election campaign colluded with Moscow. Donald Trump Jr. arrived at a Senate office building shortly after 10 a.m. Capitol police officers tried to keep journalists from witnessing his arrival, but he was spotted by reporters as he rushed to a room the committee uses for classified briefings. He testified for nine hours, a person familiar with the matter said. U.S. intelligence agencies said after Trump’s victory in the November 2016 presidential election that they had concluded Russia sought to influence the campaign to boost Trump’s chances of defeating former Secretary of State Hillary Clinton, his Democratic challenger. Moscow has denied any such activity, and Trump has dismissed talk of possible collusion as a “witch hunt” led by Democrats disappointed about his victory. The Senate committee is conducting one of the main congressional investigations. Richard Burr, the panel’s chairman, told reporters on Tuesday he expected its probe to last into 2018, but likely not for many months into the new year. Department of Justice Special Counsel Robert Mueller is also investigating the matter. Trump Jr. testified to the House Intelligence Committee last week. Lawmakers are interested in talking to him about a meeting with a Russian lawyer in June 2016 at Trump Tower in New York  at which he said he hoped to get information about the “fitness, character and qualifications” of Clinton. ",0,2025-11-21T22:43:31.625789
FinanceHub,WASHINGTON (Reuters) - Virginia officials started recounts on Wednesday in the first of four state H...,"WASHINGTON (Reuters) - Virginia officials started recounts on Wednesday in the first of four state House of Delegates races, a process that could lead to a Democratic takeover of the chamber after the party’s historic election gains last month. Republicans have a narrow 51-49 majority in the House after Democrats erased a two-to-one advantage in November, part of the party’s first big wave of victories since Republican Donald Trump won the White House last year. Four of the legislative races were close enough to lead to recounts. If Democrats gain one seat in the House, the chamber would be tied 50-50 with no tiebreaking mechanism. Governor-elect Ralph Northam is a Democrat, and Republicans hold a 21-19 edge in the state Senate. The first recount was scheduled for Wednesday and Thursday in suburban Washington’s District 58, where Republican incumbent Tim Hugo narrowly won re-election by 106 votes over Democrat Donte Tanner. Others are planned for next week, including one where the Republican leads by only 10 votes. In a recount set for Dec. 21 in northern Virginia’s District 28, Democrat Joshua Cole trails Republican Robert Thomas by 82 votes. The state elections board has said at least 147 voters were assigned to the wrong district, and voters have filed a federal lawsuit to hold a new election. Andrea Gaines, a state elections spokeswoman, said in an email that she had no information on when results for the recounts would be announced. ",0,2025-11-20T21:43:31.625789
FinanceHub,"Fox News has decided to cancel certain ads on their network, completing their transition from a cons...","Fox News has decided to cancel certain ads on their network, completing their transition from a conservative network into a safe space for their fragile Trump fans, and after Trump himself threw a livid fit. A series of ads by political activist Tom Steyer, which call for Trump s impeachment, has been pulled because of the reaction to it from their viewers. Seriously: Due to the strong negative reaction to their ad by our viewers, we could not in good conscience take their money. Why, because their viewers will abandon the network if they show any signs of trying to be balanced? Of course, Fox News is a private entity and is allowed to do this, but the question remains: Is it censorship if they did so because of pressure from Trump? The unhinged presidential impostor did go on Twitter to call Steyer  wacky & totally unhinged  when the  Impeach Trump  campaign was first launched in late October. That may well have put pressure on Fox to pull it.Wacky & totally unhinged Tom Steyer, who has been fighting me and my Make America Great Again agenda from beginning, never wins elections!  Donald J. Trump (@realDonaldTrump) October 27, 2017Fake President Trump is known for his attacks on the  fake news  media, and it s entirely possible that Fox News is terrified of him. Or, at the very least, terrified that he ll stop coming for ridiculously easy and softball interviews from friendly neighborhood conspiracy theorists like Sean Hannity.Steyer, for his part, is claiming that Fox is in breach of contract over this. His lawyer, Brad Deutsch, said that, on Oct. 27, Fox had agreed unconditionally to air the ads for one more week. Canceling the ads when they did  signaled a profound failure of journalistic integrity, a suppression of constitutionally protected speech, and likely a consequence of inexcusable political pressure.  Watch the ad below:Featured image via Ethan Miller/Getty Images",1,2025-11-25T21:43:31.625789
HealthFirst,We ve all heard the stories of Donald Trump preferring a well-done steak with ketchup and shunning a...,"We ve all heard the stories of Donald Trump preferring a well-done steak with ketchup and shunning any new delicacies, despite living a lifestyle that offers him all the luxuries one could ever desire, however, it s not just that the President has terrible gastronomical taste, a new memoir suggests that his diet is one of several poor lifestyle choices that could very well shorten his life.According to an excerpt from Let Trump be Trump, an upcoming book by Trump s former campaign manager Corey Lewandowski and aide David Bossie, we get to enter the inner circle where the President of the United States having a 2,400-calorie McDonald s dinner is par for the course. Trump s appetite seems to know no bounds when it comes to McDonald s, with a dinner order consisting of two Big Macs, two Filet-O-Fish, and a chocolate malted,  is just one of the claims made in the book. To put that meal in perspective, Trump s dinner contains 3,400 grams of sodium, despite the American Heart Foundation recommending just 1,500 grams per day, plus enough white bread to last most people a week. Remember, this is just one meal, but it only gets worse. On Trump Force One there were four major food groups: McDonald s, Kentucky Fried Chicken, pizza, and Diet Coke,  the authors write about traveling with Trump during the early days of his presidency, but there may be a valid reason for it   Not only is he a fan of manufacturing, Trump is also a renowned germaphobe who allegedly won t eat from a package that has already been opened, which would also explain the plane s cupboards being stacked with Vienna Fingers, potato chips, pretzels, and many packages of Oreos.  Those well-done steaks make a little more sense now, as well. But a little bit of bacteria is probably the least of the President s worries. This is a 71-year-old man who gets next to no exercise (it s hard to include his golf when he barely even walks while playing), gets very little sleep, and is constantly throwing tantrums, so add in that diet and you have the perfect recipe for a heart attack. The diet alone, especially the snacks, is almost an open-invite for diabetes, too.What makes this frightening for the rest of us is that this is a man who is currently responsible for a nuclear standoff with North Korea, as well as dealing with rapidly warming oceans and an ever-increasing tax bill. If he has this lack of concern for his own wellbeing, then what does it say of his risk-assessment abilities?Featured image via Win McNamee/Getty Images",1,2025-11-20T06:43:31.625789
TechNews Daily,"(Reuters) - The U.S. Congress is expected to vote this week on sweeping, debt-financed tax legislati...","(Reuters) - The U.S. Congress is expected to vote this week on sweeping, debt-financed tax legislation. Here are key parts of the bill. CORPORATE TAX RATE: Cuts corporate income tax rate to 21 percent from 35 percent, beginning Jan. 1, 2018. PASS-THROUGHS: Creates a 20 percent deduction for the first $315,000 of qualified business income for joint filers of pass-through businesses such as partnerships and sole proprietorships. For income above that threshold, the legislation phases in limits, producing an effective marginal tax rate of no more than 29.6 percent.   CORPORATE MINIMUM TAX: Repeals the 20 percent corporate alternative minimum tax, set up to ensure profitable corporations pay at least some tax. TERRITORIAL SYSTEM: Exempts U.S. corporations from U.S. taxes on most future foreign profits, ending the present worldwide system of taxing profits of all U.S.-based corporations, no matter where they are earned. This would align the U.S. tax code with most other industrialized nations, undercut many offshore tax-dodging strategies and deliver to multinationals a goal they have pursued for years.  REPATRIATION: Sets a one-time mandatory tax of 8 percent on illiquid assets and 15.5 percent on cash and cash equivalents for about $2.6 trillion in U.S. business profits now held overseas. This foreign cash pile was created by a rule making foreign profits tax-deferred if they are not brought into the United States, or repatriated. That rule would be rendered obsolete by the territorial system. ANTI-BASE EROSION MEASURES: Prevents companies from shifting profits out of the United States to lower-tax jurisdictions abroad. Sets an alternative minimum tax on payments between U.S. corporations and foreign affiliates, and limits on shifting corporate income through transfers of intangible property, including patents. In combination, these measures with the repatriation and territorial system provisions, represent a dramatic overhaul of the U.S. tax system for multinationals. CAPITAL EXPENSING: Allows businesses to immediately write off, or expense, the full value of investments in new plant and equipment for five years, then gradually eliminates this 100 percent expensing over five years beginning in year six. INTEREST DEDUCTION LIMIT: Caps business deductions for debt interest payments at 30 percent of taxable income, regardless of deductions for depreciation, amortization or depletion.  CLEAN ENERGY: Preserves tax credits for producing electricity from wind, biomass, geothermal, solar, municipal waste and hydropower. CARRIED INTEREST: Leaves in place “carried interest” loophole for private equity fund managers and some hedge fund managers, despite pledges by Republicans including President Donald Trump to close it. These financiers can now claim a lower capital gains tax rate on much of their income from investments held more than a year. A new rule would extend that holding period to three years, putting the loophole out of reach for some fund managers, but preserving its availability for many.   BRACKETS: Maintains the current seven tax brackets, but temporarily changes most of the income levels and rates. For married couples filing jointly, effective Jan. 1, 2018 and ending in 2026, income tax would be: 10 percent up to $19,050, versus 10 percent up to $18,650 under existing law; 12 percent on $19,051 to $77,400, versus 15 percent on$18,651 to $75,900; 22 percent on $77,401 to $165,000, versus 25 percent on $75,901 to $153,100; 24 percent on $165,001 to $315,000, versus 28 percent on $153,101 to $233,350; 32 percent on $315,001 to $400,000, versus 33 percent on $233,351 to $416,700; 35 percent on $400,001 to $600,000, versus 35 percent on $416,701 to $470,700 37 percent above $600,000, versus 39.6 percent above$470,700. For single individuals, effective Jan. 1, 2018 and ending in 2026, income tax would be: 10 percent up to $9,525, versus 10 percent up to $9,325 under existing law; 12 percent from $9,526 to $38,700, versus 15 percent on $9,326 to $37,950; 22 percent on $38,701 to $82,500, versus 25 percent on $37,951 to $91,900; 24 percent on $82,501 to $157,500, versus 28 percent on $91,901 to $191,650; 32 percent on $157,501 to $200,000, versus 33 percent on $191,651 to $416,700; 35 percent on $200,001 to $500,000, versus 35 percent on $416,701 to $418,400; 37 percent above $500,000, versus 39.6 percent above $418,400. These brackets would expire after 2025. STANDARD DEDUCTION: In a change expected to end itemizing of deductions for millions of Americans, the bill for eight years beginning on Jan. 1, 2018 would increase the standard deduction - a fixed amount that can be subtracted from adjusted gross income to lower taxable income - to $12,000 from $6,350 for individuals, and to $24,000 from $12,700 for married couples. CHILD TAX CREDIT: Doubles the child tax credit to $2,000 per dependent child under age 17, with a refundable portion of $1,400. The refundable portion allows families to lower their tax bills to zero and receive a refund for the remaining value. PERSONAL EXEMPTION: Temporarily eliminates the $4,050 individual personal exemption. Under present law, taxpayers who earn below certain income caps can subtract this fixed dollar amount from their adjusted gross incomes to lower their taxable incomes. Generally, one exemption has been allowed per individual, spouse and child or other dependent. This would take effect Jan. 1, 2018, but then the personal exemption would return in 2026.  INHERITANCES: Raises the exemption for estate and gift taxes to $10 million from $5 million per person and indexes the new exemption level for inflation after 2011. That means even fewer Americans would pay the estate tax, but it would stay on the books. MORTGAGES: For residences bought from Jan. 1, 2018, through Dec. 31, 2025, the bill caps the deduction for mortgage interest at $750,000 in home loan value. After Dec. 31, 2025, the cap would revert to $1 million in loan value. Suspends the deduction for interest on home equity loans from Jan. 1, 2018 until 2026. OBAMACARE MANDATE: Repeals a federal fine imposed on Americans under Obamacare for not obtaining health insurance coverage, a change expected to undermine the 2010 healthcare law.   ANWR DRILLING: Allows oil drilling in Alaska’s Arctic National Wildlife Refuge. ",0,2025-11-26T02:43:31.625789
HealthFirst,"The number of cases of cops brutalizing and killing people of color seems to see no end. Now, we hav...","The number of cases of cops brutalizing and killing people of color seems to see no end. Now, we have another case that needs to be shared far and wide. An Alabama woman by the name of Angela Williams shared a graphic photo of her son, lying in a hospital bed with a beaten and fractured face, on Facebook. It needs to be shared far and wide, because this is unacceptable.It is unclear why Williams  son was in police custody or what sort of altercation resulted in his arrest, but when you see the photo you will realize that these details matter not. Cops are not supposed to beat and brutalize those in their custody. In the post you are about to see, Ms. Williams expresses her hope that the cops had their body cameras on while they were beating her son, but I think we all know that there will be some kind of convenient  malfunction  to explain away the lack of existence of dash or body camera footage of what was clearly a brutal beating. Hell, it could even be described as attempted murder. Something tells me that this young man will never be the same. Without further ado, here is what Troy, Alabama s finest decided was appropriate treatment of Angela Williams  son:No matter what the perceived crime of this young man might be, this is completely unacceptable. The cops who did this need to rot in jail for a long, long time   but what you wanna bet they get a paid vacation while the force  investigates  itself, only to have the officers returned to duty posthaste?This, folks, is why we say BLACK LIVES MATTER. No way in hell would this have happened if Angela Williams  son had been white. Please share far and wide, and stay tuned to Addicting Info for further updates.Featured image via David McNew/Stringer/Getty Images",1,2025-11-24T21:43:31.625789
HealthFirst,"WASHINGTON (Reuters) - Legislation to provide $81 billion in new disaster aid for U.S. states, Puert...","WASHINGTON (Reuters) - Legislation to provide $81 billion in new disaster aid for U.S. states, Puerto Rico and the U.S. Virgin Islands was put on hold by the Senate on Thursday amid attacks from both Republicans and Democrats. The Republican-controlled House of Representatives passed the legislation earlier on Thursday to help recovery efforts stemming from hurricanes and wildfires. But the Senate put off a vote until at least January, according to some lawmakers and aides, after Democrats complained Puerto Rico was not getting enough help and some fiscal hawks fretted about the overall cost. ",0,2025-11-20T13:43:31.625789
FinanceHub,One of Donald Trump s favorite punching bags is CNN. He even once tweeted a GIF image of himself pun...,"One of Donald Trump s favorite punching bags is CNN. He even once tweeted a GIF image of himself punching a person with a CNN logo superimposed over the head   indicating that he d like to enact violence against CNN s reporters. Then there was the time he tweeted the  Trump Train  roaring over  CNN.  Now, he s back at it   this time suggesting that  fake  CNN should be the ones representing America to the world, and that they are doing a bad job. Here is that tweet:.@FoxNews is MUCH more important in the United States than CNN, but outside of the U.S., CNN International is still a major source of (Fake) news, and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them!  Donald J. Trump (@realDonaldTrump) November 25, 2017Of course, it is beneath the dignity of most people to respond to a moronic buffoon like Trump under normal circumstances. However, he is currently squatting in the White House, and has his tiny orange hands on the levers of power   not to mention the nuclear codes   so they have to stoop to a Trumpian level when personally attacked. However, being, well, you know, FIT to be doing the job they are doing, the good folks at CNN Communications fired back at Trump, and their response is nothing short of perfect:It's not CNN's job to represent the U.S to the world. That's yours. Our job is to report the news. #FactsFirst   CNN Communications (@CNNPR) November 25, 2017BOOM! Couldn t have asked for a sicker burn than this. And they are right of course   especially the part about #FactsFirst. Trump has a problem with the truth, as we all well know. That s what makes what the CNN Communications people replied so fabulous. It is the ultimate truth   something the likes of the pathological orange liar that is Donald Trump knows nothing about.Featured image via  Andrew Burton/Getty Images",1,2025-11-21T13:43:31.625789
HealthFirst,Former Vice President Joe Biden was asked on Monday by Matt Lauer on NBC s  Today  to name something...,"Former Vice President Joe Biden was asked on Monday by Matt Lauer on NBC s  Today  to name something specific that Donald Trump has been  doing well. Well, that seems like a trick question since Trump has passed no major legislation and reaches across the aisle only to take shots at Democrats in his Twitter timeline during his morning rage-tweets, so Biden struggled to find something, anything, that Trump has done well since taking office. I think there s a number of things he s doing well. But even the things he s doing well, it s how he does them,  Biden said. It s more the tone of this administration that bothers me,  he continued. With all due respect, you haven t come up with one thing you think he s doing well,  Lauer said. Well, I think he married very well,  Biden joked.Although, Biden didn t mention which of Trump s three marriages he s speaking of. Trump s first marriage to Ivana ended after he had an affair with Marla Maples. Trump went on to marry Maples, then they divorced. Trump is currently married to Melania. All three of Trump s wives are former models. Trump is a former reality show star. But, in all instances, he did marry up, since there is no  down  that Trump hasn t hit yet.After struggling to come up with something, Biden eventually praised Trump s choice of keeping military personnel stationed in the Middle East that was there at the end of the Obama administration.Watch:""What do you think Trump is doing well?""""I think he married very well.""Joe Biden answers questions on @TODAYshow https://t.co/F6EKxHe64M  NBC News (@NBCNews) November 13, 2017In January, Biden had some advice for Trump.  Grow up, Donald,  Biden said of the 71-year-old man baby.  Grow up. Time to be an adult, you re president. You gotta do something, show us what you have,  Biden added.After speculation of Biden running for president in 2020, he admitted on Monday that he isn t ruling it out, but added he could not accept the nomination if it was given to him right now.Photo by Chip Somodevilla/Getty Images.",1,2025-11-22T00:43:31.625789
TechNews Daily,"WASHINGTON (Reuters) - The head of a conservative Republican faction in the U.S. Congress, who voted...","WASHINGTON (Reuters) - The head of a conservative Republican faction in the U.S. Congress, who voted this month for a huge expansion of the national debt to pay for tax cuts, called himself a “fiscal conservative” on Sunday and urged budget restraint in 2018. In keeping with a sharp pivot under way among Republicans, U.S. Representative Mark Meadows, speaking on CBS’ “Face the Nation,” drew a hard line on federal spending, which lawmakers are bracing to do battle over in January. When they return from the holidays on Wednesday, lawmakers will begin trying to pass a federal budget in a fight likely to be linked to other issues, such as immigration policy, even as the November congressional election campaigns approach in which Republicans will seek to keep control of Congress. President Donald Trump and his Republicans want a big budget increase in military spending, while Democrats also want proportional increases for non-defense “discretionary” spending on programs that support education, scientific research, infrastructure, public health and environmental protection. “The (Trump) administration has already been willing to say: ‘We’re going to increase non-defense discretionary spending ... by about 7 percent,’” Meadows, chairman of the small but influential House Freedom Caucus, said on the program. “Now, Democrats are saying that’s not enough, we need to give the government a pay raise of 10 to 11 percent. For a fiscal conservative, I don’t see where the rationale is. ... Eventually you run out of other people’s money,” he said. Meadows was among Republicans who voted in late December for their party’s debt-financed tax overhaul, which is expected to balloon the federal budget deficit and add about $1.5 trillion over 10 years to the $20 trillion national debt. “It’s interesting to hear Mark talk about fiscal responsibility,” Democratic U.S. Representative Joseph Crowley said on CBS. Crowley said the Republican tax bill would require the  United States to borrow $1.5 trillion, to be paid off by future generations, to finance tax cuts for corporations and the rich. “This is one of the least ... fiscally responsible bills we’ve ever seen passed in the history of the House of Representatives. I think we’re going to be paying for this for many, many years to come,” Crowley said. Republicans insist the tax package, the biggest U.S. tax overhaul in more than 30 years,  will boost the economy and job growth. House Speaker Paul Ryan, who also supported the tax bill, recently went further than Meadows, making clear in a radio interview that welfare or “entitlement reform,” as the party often calls it, would be a top Republican priority in 2018. In Republican parlance, “entitlement” programs mean food stamps, housing assistance, Medicare and Medicaid health insurance for the elderly, poor and disabled, as well as other programs created by Washington to assist the needy. Democrats seized on Ryan’s early December remarks, saying they showed Republicans would try to pay for their tax overhaul by seeking spending cuts for social programs. But the goals of House Republicans may have to take a back seat to the Senate, where the votes of some Democrats will be needed to approve a budget and prevent a government shutdown. Democrats will use their leverage in the Senate, which Republicans narrowly control, to defend both discretionary non-defense programs and social spending, while tackling the issue of the “Dreamers,” people brought illegally to the country as children. Trump in September put a March 2018 expiration date on the Deferred Action for Childhood Arrivals, or DACA, program, which protects the young immigrants from deportation and provides them with work permits. The president has said in recent Twitter messages he wants funding for his proposed Mexican border wall and other immigration law changes in exchange for agreeing to help the Dreamers. Representative Debbie Dingell told CBS she did not favor linking that issue to other policy objectives, such as wall funding. “We need to do DACA clean,” she said.  On Wednesday, Trump aides will meet with congressional leaders to discuss those issues. That will be followed by a weekend of strategy sessions for Trump and Republican leaders on Jan. 6 and 7, the White House said. Trump was also scheduled to meet on Sunday with Florida Republican Governor Rick Scott, who wants more emergency aid. The House has passed an $81 billion aid package after hurricanes in Florida, Texas and Puerto Rico, and wildfires in California. The package far exceeded the $44 billion requested by the Trump administration. The Senate has not yet voted on the aid. ",0,2025-11-26T11:43:31.625789
TechNews Daily,"Donald Trump spent a good portion of his day at his golf club, marking the 84th day he s done so sin...","Donald Trump spent a good portion of his day at his golf club, marking the 84th day he s done so since taking the oath of office. It must have been a bad game because just after that, Trump lashed out at FBI Deputy Director Andrew McCabe on Twitter following a report saying McCabe plans to retire in a few months. The report follows McCabe s testimony in front of congressional committees this week, as well as mounting criticism from Republicans regarding the Russia probe.So, naturally, Trump attacked McCabe with a lie. How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin  James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wife s campaign by Clinton Puppets during investigation?  Trump tweeted.How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin  James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wife s campaign by Clinton Puppets during investigation?  Donald J. Trump (@realDonaldTrump) December 23, 2017He didn t stop there.FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!  Donald J. Trump (@realDonaldTrump) December 23, 2017Wow,  FBI lawyer James Baker reassigned,  according to @FoxNews.  Donald J. Trump (@realDonaldTrump) December 23, 2017With all of the Intel at Trump s disposal, he s getting his information from Fox News. McCabe spent most of his career in the fight against terrorism and now he s being attacked by the so-called president. Trump has been fact-checked before on his claim of his wife receiving $700,000 for her campaign.Politifact noted in late July that Trump s  tweet about Andrew McCabe is a significant distortion of the facts. And the implication that McCabe got Clinton off as a political favor doesn t make much sense when we look at the evidence. His July tweet was rated  mostly false.  But Trump repeats these lies because he knows his supporters will believe them without bothering to Google. It s still a lie, though.Photo by Zach Gibson   Pool/Getty Images.",1,2025-11-21T03:43:31.625789
TechNews Daily, Judge  Jeanine Pirro has continued her screamy ragey meltdown over special counsel Robert Mueller s...," Judge  Jeanine Pirro has continued her screamy ragey meltdown over special counsel Robert Mueller s investigation into any possible collusion between the Trump campaign and Russia during the 2016 election. The Fox host is trying to discredit the FBI and we re wondering where the  Blue Lives Matter  crowd is as she tries to take down law enforcement officials. On Saturday night, Pirro said there needs to be a  cleansing  at the FBI and the Department of Justice.Pirro claims that quite a few officials are protecting Hillary Clinton   who does not hold public office   or are destroying Donald Trump, and singled out Deputy Director of the FBI Andrew McCabe, FBI official Peter Strzok, former Associate Deputy Attorney General Bruce Ohr, former FBI Director James Comey and you guessed it: Special Counsel Robert Mueller   all of whom she says need to be arrested and placed in handcuffs. There have been times in our history where corruption and lawlessness were so pervasive, that examples had to be made,  she shrieked.  This is one of those times. There is a cleansing needed in our FBI and Department of Justice   it needs to be cleansed of individuals who should not just be fired. But who need to be taken out in cuffs,  Pirro declared.Watch:.@JudgeJeanine:  There have been times in our history where corruption and lawlessness were so pervasive, that examples had to be made. This is one of those times.  pic.twitter.com/I2a1Uz5DGK  Fox News (@FoxNews) December 10, 2017Pirro has been trying to work Trump up into a frenzy over Hillary Clinton by using conspiracy theories. She got so out of hand that even Trump became  visibly agitated  and walked out on her during her rant.Pirro s husband was convicted of conspiracy and tax evasion in 2000. For that, he was sentenced to spend over two years  locked up  in prison for improperly deducting $1.2 million of his personal expenses as business write-offs while living a lavish lifestyle. Mr. Pirro was convicted on all 34 counts.Pirro split with her hubby after he admitted to fathering a child with another woman. He told the press and Pirro failed to give him enough attention. I know! Maybe if he changed his name to Hillary Clinton then he d get all the attention he needs.Pirro s hatred for Hillary Clinton goes way back and it appears to stem from jealousy.Maybe Pirro should heed the advice from Pirro in 2016 when she said,  We cannot have a country run by a president subject to ongoing criminal investigations, potential indictments and never-ending hearings [W]hether she s indicted or even guilty, it doesn t matter. I ll just leave this here:When you re attacking FBI agents because you re under criminal investigation, you re losing https://t.co/SIoAxatCjp  Sarah Sanders (@SarahHuckabee) November 3, 2016Image via screen capture. ",1,2025-11-22T11:43:31.625789
